CustomerID,Age,Gender,AnnualIncome,SpendingScore,CustomerSince,NumPurchases,LoyaltyPoints
77.0,61.0,Male,102688.0,19.0,2020-09-05,45.0,4882.0
78.0,51.0,Female,104627.0,15.0,2022-05-07,75.0,4468.0
,27.0,Male,15511.0,70.0,2023-06-17,47.0,4433.0
80.0,53.0,Male,52850.0,61.0,2015-02-02,90.0,1056.0
81.0,31.0,Female,97172.0,56.0,2023-09-13,56.0,1445.0
82.0,48.0,Female,101053.0,10.0,2017-06-16,54.0,1968.0
83.0,65.0,Female,46786.0,46.0,,85.0,1096.0
84.0,32.0,Male,89356.0,80.0,2019-06-20,9.0,1881.0
85.0,25.0,Female,51244.0,75.0,2017-11-03,65.0,1204.0
86.0,,Female,89714.0,57.0,2022-08-17,70.0,
87.0,40.0,Male,82261.0,35.0,2019-11-17,1.0,3583.0
88.0,57.0,Female,33477.0,72.0,2019-08-05,86.0,3139.0
,38.0,Male,61533.0,92.0,2023-04-28,13.0,3974.0
90.0,,Male,49469.0,3.0,2019-01-17,38.0,3419.0
91.0,62.0,Male,23496.0,66.0,2020-06-17,45.0,2038.0
92.0,35.0,Male,27270.0,53.0,,40.0,1732.0
93.0,64.0,Male,91008.0,78.0,,95.0,31.0
94.0,41.0,Male,35724.0,52.0,2023-03-22,15.0,1968.0
95.0,43.0,Female,45416.0,93.0,2015-10-29,50.0,2974.0
96.0,42.0,Female,50575.0,53.0,2021-03-20,2.0,3330.0
97.0,62.0,Female,96190.0,54.0,2021-02-11,53.0,3568.0
98.0,,Male,,47.0,2022-01-17,95.0,2925.0
99.0,46.0,Female,108566.0,,2019-11-16,26.0,2222.0
100.0,32.0,Male,88108.0,65.0,2018-10-13,66.0,3438.0
101.0,62.0,Female,32408.0,15.0,2020-08-19,75.0,
102.0,18.0,Male,34359.0,84.0,2023-02-13,33.0,3122.0
103.0,42.0,Female,23698.0,86.0,2017-06-20,82.0,106.0
104.0,24.0,Male,85392.0,34.0,2023-01-02,85.0,3793.0
105.0,26.0,Female,108063.0,50.0,2016-02-17,59.0,4564.0
106.0,41.0,Male,54492.0,33.0,2018-07-22,95.0,201.0
107.0,18.0,Female,89781.0,73.0,2014-12-05,26.0,1794.0
108.0,61.0,Male,58634.0,3.0,2017-12-24,94.0,1408.0
109.0,25.0,Female,57864.0,2.0,2019-01-23,21.0,916.0
110.0,41.0,Female,109482.0,4.0,2017-07-02,49.0,4431.0
111.0,28.0,Female,52355.0,16.0,2017-09-14,80.0,1684.0
112.0,68.0,Male,52690.0,54.0,,71.0,3166.0
113.0,34.0,Male,52814.0,33.0,2015-04-10,86.0,64.0
114.0,25.0,Male,46645.0,9.0,2020-04-26,71.0,4648.0
115.0,52.0,Male,99814.0,57.0,2020-04-16,66.0,4319.0
116.0,52.0,Male,87739.0,,2021-04-12,37.0,3650.0
117.0,50.0,Female,71630.0,52.0,,14.0,2015.0
118.0,22.0,Male,,82.0,2022-07-11,72.0,1321.0
119.0,59.0,Female,36658.0,16.0,2016-04-09,93.0,4024.0
120.0,56.0,Female,30797.0,8.0,2021-06-19,7.0,612.0
121.0,58.0,Male,73799.0,87.0,2018-05-28,38.0,
122.0,,Female,113342.0,60.0,,45.0,4813.0
123.0,24.0,Male,111494.0,36.0,2020-05-18,22.0,1387.0
124.0,26.0,Male,67236.0,3.0,2014-12-01,44.0,2866.0
125.0,25.0,Male,21265.0,15.0,2018-05-15,81.0,2120.0
126.0,29.0,Female,87134.0,97.0,2023-09-03,80.0,4763.0
127.0,51.0,Male,115719.0,82.0,2019-03-17,97.0,3195.0
128.0,,Male,97678.0,,,35.0,4109.0
,65.0,Male,68494.0,3.0,2023-04-27,60.0,3828.0
130.0,40.0,,67268.0,30.0,2017-08-03,96.0,3128.0
131.0,41.0,Male,41998.0,45.0,2018-06-03,3.0,4866.0
132.0,54.0,Female,,17.0,2021-11-25,67.0,3105.0
133.0,52.0,Female,109414.0,58.0,2021-10-27,72.0,537.0
134.0,61.0,Male,76339.0,,2019-05-25,95.0,2418.0
135.0,57.0,Female,,96.0,2022-10-24,55.0,2207.0
,39.0,Female,79006.0,,2023-04-12,,3177.0
137.0,44.0,,62345.0,7.0,2020-08-10,69.0,2322.0
138.0,52.0,Male,26885.0,39.0,2017-09-21,28.0,2037.0
139.0,18.0,Male,58826.0,78.0,2020-08-27,15.0,4353.0
140.0,52.0,Female,70597.0,58.0,2017-01-20,91.0,962.0
141.0,54.0,Male,22443.0,56.0,2020-08-03,31.0,1243.0
142.0,64.0,Female,112375.0,15.0,2017-10-31,59.0,532.0
143.0,31.0,Female,32084.0,44.0,2017-12-16,82.0,1869.0
144.0,20.0,Female,104447.0,12.0,,54.0,3130.0
145.0,18.0,Female,19383.0,8.0,2023-01-15,68.0,1653.0
146.0,22.0,Female,107313.0,80.0,2017-01-04,85.0,112.0
147.0,43.0,Male,49361.0,41.0,2018-02-15,47.0,1299.0
148.0,31.0,Male,95294.0,34.0,2015-10-29,42.0,2304.0
149.0,56.0,Female,76331.0,46.0,2019-01-30,23.0,4424.0
150.0,44.0,Female,110057.0,88.0,2021-08-05,86.0,3306.0
151.0,26.0,Male,35529.0,29.0,2018-08-12,65.0,4146.0
152.0,32.0,Male,73574.0,16.0,2018-05-01,89.0,1701.0
153.0,,Female,103627.0,5.0,2021-03-20,54.0,3814.0
154.0,43.0,Female,111917.0,5.0,2014-10-22,,220.0
155.0,59.0,Male,115916.0,30.0,2017-06-09,11.0,2830.0
156.0,30.0,Male,45932.0,50.0,2016-07-11,63.0,2643.0
157.0,68.0,Female,16908.0,,2016-08-22,22.0,
158.0,49.0,Male,45358.0,13.0,2022-03-06,54.0,4317.0
159.0,56.0,Male,45412.0,99.0,2014-10-20,89.0,3781.0
160.0,66.0,,98710.0,49.0,2022-06-04,85.0,1958.0
161.0,69.0,Female,96032.0,89.0,2019-12-18,36.0,1296.0
162.0,49.0,Female,17928.0,50.0,2017-10-05,58.0,1032.0
163.0,21.0,Male,80158.0,14.0,2017-07-07,20.0,4322.0
164.0,47.0,Female,45632.0,46.0,2015-01-19,16.0,2605.0
,54.0,,47309.0,90.0,2023-04-09,92.0,3183.0
166.0,40.0,Female,24280.0,82.0,2018-10-10,56.0,4950.0
167.0,56.0,Female,55449.0,84.0,2019-12-23,93.0,3228.0
168.0,62.0,Male,102171.0,34.0,2017-08-18,50.0,1475.0
169.0,,Male,,71.0,2022-11-01,90.0,2365.0
170.0,60.0,Female,51895.0,47.0,,66.0,2407.0
171.0,46.0,Female,85499.0,60.0,2021-12-19,74.0,935.0
172.0,53.0,Male,108057.0,74.0,2020-05-26,13.0,2967.0
173.0,30.0,Female,113151.0,79.0,2015-12-31,15.0,2949.0
174.0,49.0,Male,36695.0,81.0,2022-12-23,73.0,2245.0
175.0,24.0,Male,89893.0,11.0,2023-06-26,27.0,2637.0
,68.0,Female,78123.0,98.0,2016-01-03,8.0,4337.0
177.0,39.0,Male,40176.0,91.0,2017-03-28,70.0,3950.0
178.0,45.0,Male,33409.0,85.0,2023-03-24,50.0,2658.0
179.0,19.0,Male,71967.0,95.0,2014-12-12,88.0,1814.0
180.0,59.0,Female,15987.0,50.0,2018-06-11,67.0,3283.0
181.0,62.0,Male,69462.0,4.0,,26.0,1296.0
182.0,23.0,Female,82501.0,,2015-04-29,36.0,3155.0
183.0,45.0,Female,,59.0,2015-05-08,21.0,1647.0
184.0,45.0,Female,41015.0,60.0,2017-09-25,,359.0
185.0,61.0,Male,109727.0,81.0,2015-09-02,52.0,3452.0
186.0,61.0,Male,81404.0,62.0,2020-10-30,11.0,3611.0
187.0,37.0,Female,65281.0,84.0,2021-08-12,8.0,1164.0
188.0,47.0,Female,52146.0,,2017-08-29,57.0,3244.0
189.0,,Male,63231.0,87.0,2017-08-29,46.0,4025.0
190.0,45.0,Female,44032.0,79.0,2016-02-27,,3700.0
191.0,42.0,Female,43305.0,33.0,2021-01-26,97.0,502.0
192.0,56.0,Male,69306.0,19.0,2023-06-19,2.0,4204.0
193.0,50.0,Female,103176.0,57.0,2022-11-11,64.0,4838.0
194.0,18.0,Male,33318.0,15.0,2020-08-12,52.0,1343.0
195.0,44.0,Male,28246.0,41.0,2019-01-02,65.0,3379.0
196.0,69.0,Female,,69.0,2016-08-24,11.0,3812.0
,,Male,47602.0,80.0,2023-07-17,6.0,810.0
,58.0,Male,36584.0,60.0,2022-02-28,96.0,785.0
199.0,20.0,Male,30169.0,96.0,2015-07-20,79.0,227.0
200.0,56.0,Female,40968.0,22.0,2019-04-14,76.0,4947.0
201.0,23.0,Female,21385.0,43.0,2016-10-17,64.0,827.0
202.0,25.0,Female,88758.0,32.0,2022-05-04,93.0,378.0
203.0,44.0,Male,40444.0,13.0,2017-08-28,55.0,3811.0
204.0,26.0,Male,118784.0,38.0,2018-04-27,44.0,2025.0
205.0,54.0,Female,77497.0,26.0,2015-07-10,,3364.0
206.0,50.0,Female,20362.0,81.0,2021-04-19,14.0,3376.0
207.0,68.0,Male,114254.0,5.0,2021-11-06,83.0,2338.0
208.0,59.0,Female,23250.0,49.0,2017-03-22,5.0,1128.0
209.0,61.0,Female,83354.0,97.0,2015-01-23,99.0,290.0
210.0,41.0,Female,51368.0,91.0,2018-12-17,25.0,3548.0
211.0,32.0,Female,59109.0,5.0,2016-09-09,50.0,2724.0
212.0,49.0,Female,95589.0,71.0,2020-08-14,73.0,59.0
213.0,49.0,Male,72645.0,48.0,,71.0,4201.0
214.0,41.0,Female,71997.0,18.0,2021-02-01,82.0,2670.0
215.0,58.0,Female,42426.0,95.0,2019-07-04,2.0,3339.0
216.0,69.0,Male,54023.0,6.0,2017-07-22,10.0,2789.0
217.0,66.0,Male,74267.0,66.0,2023-04-11,2.0,3654.0
218.0,66.0,Male,39892.0,77.0,2022-02-20,60.0,3190.0
219.0,69.0,Male,74232.0,,2017-02-27,45.0,4995.0
220.0,29.0,Female,109897.0,52.0,2015-02-05,8.0,2492.0
221.0,56.0,Female,74225.0,11.0,2021-11-19,58.0,4401.0
222.0,,Female,31007.0,26.0,2022-09-13,7.0,2662.0
223.0,20.0,Female,94777.0,21.0,2017-10-21,99.0,201.0
224.0,66.0,Male,59858.0,66.0,2017-11-21,87.0,3161.0
225.0,54.0,Male,60073.0,40.0,2022-09-20,72.0,470.0
226.0,66.0,Female,,56.0,2017-01-06,21.0,3026.0
227.0,34.0,Female,105042.0,,2015-06-08,,3356.0
228.0,66.0,Female,98098.0,20.0,2014-11-09,47.0,3754.0
229.0,19.0,Female,35239.0,81.0,2016-08-30,1.0,2356.0
230.0,19.0,Male,77969.0,80.0,2015-06-09,12.0,3973.0
231.0,45.0,Female,28065.0,57.0,2023-03-09,75.0,4828.0
232.0,40.0,Male,56291.0,5.0,2018-05-10,48.0,2583.0
233.0,54.0,Male,53805.0,14.0,2022-12-16,94.0,4471.0
234.0,49.0,Male,113831.0,24.0,2019-06-01,4.0,3785.0
235.0,50.0,Male,33443.0,68.0,2018-04-06,34.0,2546.0
236.0,18.0,Female,24290.0,52.0,2023-02-07,87.0,2683.0
237.0,36.0,Female,15211.0,48.0,2018-10-26,32.0,4237.0
238.0,19.0,Female,98634.0,88.0,2018-09-02,3.0,3123.0
239.0,61.0,Female,34072.0,47.0,2018-09-08,92.0,3141.0
240.0,43.0,Male,58290.0,60.0,2018-03-30,68.0,2307.0
241.0,49.0,Male,100186.0,73.0,2019-02-21,57.0,3790.0
242.0,23.0,Male,30115.0,3.0,2022-11-21,76.0,3110.0
243.0,49.0,Female,20149.0,9.0,2023-01-07,24.0,347.0
244.0,21.0,Male,56992.0,82.0,2017-01-09,33.0,1601.0
245.0,28.0,Male,32716.0,100.0,2017-12-19,3.0,3596.0
246.0,34.0,Male,112724.0,83.0,2020-02-12,,3777.0
247.0,55.0,Male,28621.0,24.0,2018-06-22,30.0,4923.0
248.0,41.0,Female,21820.0,4.0,2023-08-17,70.0,2553.0
249.0,22.0,Male,57800.0,,2023-05-26,49.0,4520.0
250.0,69.0,Male,70043.0,97.0,2020-12-14,30.0,3778.0
251.0,51.0,Female,45399.0,1.0,2017-10-12,72.0,321.0
252.0,23.0,,29002.0,35.0,2021-07-19,82.0,3661.0
253.0,,Female,58098.0,,2018-06-04,16.0,
,28.0,Male,60511.0,12.0,2022-12-30,53.0,179.0
255.0,,Male,,18.0,2018-06-25,6.0,3965.0
256.0,33.0,,43750.0,78.0,2015-09-01,24.0,1712.0
257.0,50.0,Male,106610.0,10.0,2016-05-15,92.0,28.0
258.0,26.0,Female,32310.0,74.0,2015-10-02,,3567.0
259.0,23.0,Male,70398.0,18.0,2015-04-05,89.0,2033.0
260.0,33.0,Male,97542.0,24.0,2020-10-07,28.0,737.0
261.0,46.0,Female,90207.0,1.0,2015-09-15,21.0,3719.0
262.0,20.0,Female,59345.0,94.0,2016-04-21,8.0,54.0
263.0,37.0,Female,108430.0,79.0,2018-01-30,36.0,2925.0
264.0,53.0,Male,106729.0,72.0,2015-03-27,9.0,1433.0
265.0,36.0,Male,66843.0,99.0,2020-03-14,40.0,2064.0
266.0,43.0,Male,25222.0,82.0,2021-12-20,85.0,3642.0
267.0,20.0,Male,104322.0,16.0,2018-01-09,51.0,4183.0
268.0,36.0,Male,46509.0,85.0,2019-12-07,1.0,3294.0
269.0,,Female,15386.0,15.0,2022-07-23,63.0,3855.0
270.0,,Female,79334.0,62.0,2019-12-18,68.0,2751.0
271.0,24.0,Male,,5.0,2017-10-12,74.0,3633.0
,69.0,Male,55878.0,45.0,2017-06-08,26.0,724.0
273.0,58.0,Male,84669.0,52.0,2015-07-08,40.0,1253.0
,50.0,Male,53349.0,71.0,2017-07-06,3.0,1177.0
275.0,57.0,Male,115271.0,7.0,2016-07-19,9.0,1296.0
276.0,56.0,Female,36952.0,27.0,2016-09-04,32.0,894.0
277.0,35.0,Female,105352.0,89.0,2016-09-29,67.0,2499.0
278.0,57.0,Female,36529.0,86.0,2016-01-19,4.0,1329.0
279.0,18.0,Male,,13.0,2022-05-19,6.0,2474.0
280.0,28.0,Male,56521.0,17.0,2020-12-25,73.0,2627.0
281.0,45.0,,33383.0,44.0,2018-05-10,26.0,4346.0
282.0,42.0,,19901.0,13.0,2016-07-04,,2450.0
283.0,67.0,Male,57889.0,90.0,2023-04-13,66.0,2968.0
284.0,40.0,Female,29633.0,73.0,2020-11-02,85.0,1169.0
285.0,48.0,Female,77244.0,5.0,2022-12-05,86.0,3439.0
286.0,47.0,Male,34163.0,33.0,2015-12-22,3.0,2367.0
287.0,59.0,Female,74019.0,4.0,2017-10-05,35.0,4294.0
288.0,52.0,Female,25707.0,92.0,2014-12-09,59.0,1464.0
289.0,24.0,Female,103112.0,26.0,,38.0,2192.0
290.0,33.0,Male,98597.0,68.0,2020-01-29,33.0,1730.0
291.0,43.0,Female,60101.0,16.0,2021-06-12,15.0,3294.0
292.0,65.0,Female,59706.0,22.0,2014-12-07,75.0,1123.0
293.0,69.0,Female,92084.0,36.0,2017-03-22,74.0,4621.0
294.0,66.0,Male,30115.0,58.0,2017-07-05,14.0,1488.0
295.0,19.0,Male,90379.0,55.0,2021-10-28,66.0,264.0
296.0,,Female,117481.0,35.0,2015-08-04,45.0,2029.0
297.0,65.0,Male,54979.0,25.0,2016-11-01,48.0,1243.0
298.0,29.0,Female,55641.0,72.0,2015-01-13,44.0,3766.0
299.0,22.0,Male,84377.0,81.0,2018-05-27,37.0,395.0
300.0,54.0,Male,21416.0,61.0,2016-05-05,29.0,1480.0
301.0,49.0,Female,25633.0,18.0,2016-03-30,99.0,107.0
302.0,26.0,,118189.0,58.0,2019-10-27,84.0,
303.0,58.0,Female,15594.0,76.0,2014-10-20,85.0,2906.0
304.0,52.0,Male,29393.0,57.0,2017-10-23,34.0,4731.0
305.0,36.0,Female,,97.0,2020-07-24,59.0,3438.0
,65.0,Male,60056.0,87.0,2019-03-18,,3196.0
307.0,33.0,,103279.0,63.0,2019-10-04,33.0,1185.0
308.0,20.0,Female,112507.0,,2015-06-24,,4131.0
309.0,37.0,Male,19861.0,,2021-05-10,8.0,3075.0
310.0,41.0,Female,118070.0,13.0,2017-12-18,31.0,412.0
311.0,50.0,Male,51126.0,35.0,2017-12-27,11.0,3158.0
312.0,41.0,Female,95382.0,27.0,2021-12-29,8.0,482.0
313.0,69.0,Male,106713.0,89.0,2015-06-10,25.0,2959.0
314.0,28.0,,48682.0,67.0,2017-09-08,20.0,3847.0
315.0,66.0,Female,33228.0,89.0,2021-10-31,38.0,602.0
316.0,25.0,Male,115299.0,45.0,2016-02-29,7.0,1081.0
317.0,53.0,Female,39009.0,74.0,2019-02-24,77.0,4267.0
318.0,55.0,Male,15094.0,81.0,2019-04-14,39.0,4355.0
319.0,57.0,Male,95636.0,67.0,2018-01-30,74.0,24.0
320.0,37.0,Male,67221.0,22.0,2019-06-21,72.0,197.0
321.0,52.0,Female,113453.0,78.0,2017-12-13,20.0,2626.0
322.0,65.0,Female,32430.0,91.0,2017-01-22,,422.0
323.0,42.0,Female,50571.0,42.0,2019-08-30,11.0,1141.0
324.0,52.0,,69486.0,20.0,2017-11-06,16.0,2053.0
325.0,42.0,Female,105510.0,48.0,2017-11-08,42.0,1120.0
326.0,46.0,Male,111665.0,18.0,2023-07-05,96.0,
,35.0,Male,,77.0,2021-09-23,90.0,4527.0
328.0,,Female,,70.0,2020-01-10,52.0,4475.0
329.0,35.0,Male,87812.0,74.0,2017-10-12,,1793.0
330.0,19.0,Male,81087.0,93.0,2021-12-12,52.0,4903.0
331.0,52.0,Male,23486.0,6.0,2021-03-11,9.0,55.0
332.0,33.0,Male,98063.0,,2015-02-21,35.0,
,58.0,Female,64607.0,11.0,2019-10-21,67.0,20.0
334.0,53.0,,24745.0,25.0,2020-01-30,95.0,3698.0
335.0,50.0,Female,93533.0,94.0,2020-09-20,7.0,290.0
336.0,21.0,Female,33330.0,55.0,2016-07-08,,1994.0
337.0,50.0,Male,55078.0,84.0,2020-04-17,25.0,834.0
338.0,31.0,Female,70332.0,58.0,2020-06-24,76.0,4283.0
339.0,38.0,Male,119121.0,37.0,2018-06-11,94.0,4309.0
340.0,65.0,Male,69532.0,16.0,2022-01-05,94.0,1914.0
341.0,37.0,Male,105365.0,95.0,2017-05-06,93.0,2601.0
342.0,25.0,Female,,93.0,2019-02-21,41.0,1501.0
343.0,24.0,Female,23070.0,70.0,2018-06-25,75.0,3321.0
344.0,20.0,Female,16320.0,93.0,2020-10-01,52.0,4688.0
345.0,34.0,Male,104043.0,96.0,2015-11-26,87.0,4136.0
346.0,50.0,Male,53921.0,73.0,2018-05-26,81.0,19.0
347.0,65.0,Male,21589.0,37.0,2020-02-15,77.0,1032.0
348.0,29.0,Female,79409.0,53.0,2019-03-12,97.0,824.0
349.0,68.0,Male,107995.0,87.0,,65.0,3274.0
350.0,39.0,Male,30589.0,16.0,2021-12-01,,3661.0
351.0,39.0,Female,51375.0,18.0,2022-03-28,38.0,3793.0
352.0,,Female,58085.0,19.0,2018-08-18,67.0,747.0
353.0,47.0,Female,75840.0,44.0,2019-03-09,80.0,4081.0
354.0,55.0,Male,58200.0,2.0,2020-05-25,42.0,2366.0
355.0,55.0,Male,113704.0,58.0,2015-08-24,71.0,967.0
356.0,62.0,Male,41732.0,10.0,2018-10-07,54.0,3547.0
357.0,68.0,Female,112047.0,76.0,2016-01-03,67.0,4347.0
358.0,25.0,Female,37426.0,46.0,2020-12-17,78.0,4435.0
359.0,44.0,Female,45982.0,82.0,2023-02-12,64.0,
360.0,44.0,Female,,19.0,2014-11-16,80.0,
361.0,51.0,Male,31746.0,38.0,2021-08-22,4.0,1804.0
362.0,38.0,Male,43514.0,,2017-03-14,31.0,2678.0
363.0,47.0,Male,79889.0,91.0,2019-02-22,13.0,2023.0
364.0,50.0,Male,18851.0,78.0,2017-12-25,,400.0
365.0,45.0,Male,34796.0,45.0,2017-02-02,59.0,2418.0
366.0,64.0,Male,91034.0,34.0,2018-08-21,65.0,4432.0
367.0,50.0,Male,77798.0,2.0,2020-02-28,64.0,1923.0
368.0,22.0,Male,113388.0,44.0,2022-07-22,25.0,1368.0
369.0,65.0,Female,77985.0,97.0,2022-11-12,37.0,2320.0
370.0,36.0,Female,49592.0,83.0,2015-07-20,75.0,3324.0
371.0,21.0,Male,59845.0,27.0,2017-04-19,73.0,1877.0
372.0,52.0,Female,30930.0,48.0,2021-08-26,71.0,2687.0
373.0,,Male,36159.0,94.0,2022-03-12,14.0,1397.0
374.0,34.0,Male,110072.0,7.0,2019-01-10,94.0,3675.0
375.0,61.0,Female,104788.0,27.0,2023-03-30,24.0,
376.0,45.0,,39003.0,85.0,2023-09-06,67.0,5.0
377.0,47.0,Male,50139.0,71.0,2023-01-01,48.0,585.0
378.0,46.0,Male,67452.0,89.0,2016-02-02,91.0,1521.0
379.0,63.0,Male,37205.0,18.0,2016-09-23,65.0,3878.0
380.0,23.0,Male,111059.0,33.0,2017-06-14,38.0,3469.0
381.0,52.0,Male,71955.0,33.0,2015-10-22,90.0,821.0
382.0,58.0,Male,22464.0,96.0,2022-07-09,70.0,4333.0
383.0,54.0,,97646.0,25.0,2019-03-02,59.0,3093.0
384.0,41.0,Female,87657.0,14.0,2016-03-17,12.0,3112.0
385.0,46.0,Male,24840.0,38.0,2022-06-07,54.0,857.0
386.0,66.0,Female,,38.0,2019-07-28,51.0,2305.0
387.0,63.0,Male,55768.0,4.0,2022-05-13,38.0,2550.0
388.0,48.0,Male,24461.0,62.0,2023-05-12,46.0,2186.0
389.0,52.0,Male,35927.0,82.0,2017-12-22,99.0,1225.0
390.0,50.0,Male,,10.0,2016-11-14,10.0,2556.0
391.0,,Female,113622.0,35.0,2019-04-07,9.0,653.0
392.0,38.0,Female,30329.0,,2017-02-12,87.0,1339.0
393.0,49.0,Female,30791.0,23.0,2015-08-19,94.0,4556.0
394.0,40.0,Female,67627.0,89.0,2022-01-24,52.0,2717.0
395.0,50.0,Male,29372.0,65.0,2022-06-14,51.0,3392.0
396.0,20.0,Female,107890.0,82.0,2023-04-10,22.0,1062.0
397.0,35.0,Male,63469.0,79.0,,73.0,4528.0
398.0,,Male,102073.0,25.0,2023-06-21,83.0,2532.0
399.0,59.0,Female,49370.0,96.0,2019-04-08,72.0,1608.0
400.0,48.0,Male,66408.0,53.0,2016-01-08,68.0,1081.0
401.0,20.0,Female,105941.0,84.0,2018-12-15,5.0,2648.0
